Código,COUNTER,CO_FRAC_RA
20011409.0,226.0,11_40_9.
20011409.0,232.0,11_40_9.
20011412.0,10.0,11_41_2.
20011412.0,60.0,11_41_2.
20011501.0,99.0,11_50_1.
20011504.0,96.0,11_50_4.
20011504.0,107.0,11_50_4.
20011504.0,321.0,11_50_4.
20011505.0,104.0,11_50_5.
20011506.0,14.0,11_50_6.
20011506.0,187.0,11_50_6.
20011506.0,204.0,11_50_6.
20011508.0,79.0,11_50_8.
20011510.0,258.0,11_51_.
20011510.0,259.0,11_51_.
20011603.0,122.0,11_60_3.
20011606.0,68.0,11_60_6.
20011607.0,186.0,11_60_7.
20011607.0,189.0,11_60_7.
20011609.0,5.0,11_60_9.
20011609.0,12.0,11_60_9.
20011609.0,53.0,11_60_9.
20011609.0,59.0,11_60_9.
20011609.0,105.0,11_60_9.
20011609.0,128.0,11_60_9.
20011612.0,23.0,11_61_2.
20011612.0,36.0,11_61_2.
20011702.0,83.0,11_70_2.
20011703.0,86.0,11_70_3.
20011704.0,19.0,11_70_4.
20011704.0,135.0,11_70_4.
20011706.0,297.0,11_70_6.
20011706.0,352.0,11_70_6.
20011707.0,77.0,11_70_7.
20011707.0,159.0,11_70_7.
20011708.0,101.0,11_70_8.
20011708.0,156.0,11_70_8.
20011708.0,233.0,11_70_8.
20011709.0,181.0,11_70_9.
20011711.0,83.0,11_71_1.
20011801.0,186.0,11_80_1.
20011801.0,241.0,11_80_1.
20011801.0,250.0,11_80_1.
20011802.0,299.0,11_80_2.
20011804.0,133.0,11_80_4.
20011804.0,297.0,11_80_4.
20011804.0,308.0,11_80_4.
20011806.0,338.0,11_80_6.
20011807.0,30.0,11_80_7.
20011808.0,21.0,11_80_8.
20011901.0,103.0,11_90_1.
20011902.0,217.0,11_90_2.
20011905.0,153.0,11_90_5.
20011906.0,200.0,11_90_6.
20011909.0,114.0,11_90_9.
20012001.0,141.0,12__1.
20012001.0,156.0,12__1.
20012001.0,213.0,12__1.
20012002.0,262.0,12__2.
20012005.0,111.0,12__5.
20012005.0,186.0,12__5.
20012101.0,177.0,12_10_1.
20012101.0,190.0,12_10_1.
20012106.0,26.0,12_10_6.
20012110.0,224.0,12_11_.
20012210.0,224.0,12_21_.
20012210.0,395.0,12_21_.
20012210.0,485.0,12_21_.
20012210.0,545.0,12_21_.
20012301.0,74.0,12_30_1.
20012301.0,243.0,12_30_1.
20012303.0,145.0,12_30_3.
20012303.0,158.0,12_30_3.
20012303.0,277.0,12_30_3.
20012303.0,329.0,12_30_3.
20012306.0,145.0,12_30_6.
20012308.0,5.0,12_30_8.
20012309.0,99.0,12_30_9.
20012309.0,358.0,12_30_9.
20012403.0,28.0,12_40_3.
20012404.0,25.0,12_40_4.
20012404.0,107.0,12_40_4.
20012406.0,129.0,12_40_6.
20012407.0,102.0,12_40_7.
20012407.0,200.0,12_40_7.
20012501.0,158.0,12_50_1.
20012501.0,170.0,12_50_1.
20012503.0,50.0,12_50_3.
20012503.0,136.0,12_50_3.
20012503.0,217.0,12_50_3.
20012504.0,120.0,12_50_4.
20012504.0,346.0,12_50_4.
20012506.0,348.0,12_50_6.
20012508.0,168.0,12_50_8.
20012509.0,56.0,12_50_9.
20012509.0,116.0,12_50_9.
20012510.0,173.0,12_51_.
20012603.0,124.0,12_60_3.
20012604.0,203.0,12_60_4.
20012604.0,215.0,12_60_4.
20012605.0,26.0,12_60_5.
20012607.0,72.0,12_60_7.
20012608.0,39.0,12_60_8.
20012608.0,151.0,12_60_8.
20012609.0,66.0,12_60_9.
20012609.0,112.0,12_60_9.
20012609.0,113.0,12_60_9.
20012609.0,114.0,12_60_9.
20012701.0,2.0,12_70_1.
20012705.0,103.0,12_70_5.
20012705.0,143.0,12_70_5.
20012705.0,239.0,12_70_5.
20012706.0,20.0,12_70_6.
20012707.0,252.0,12_70_7.
20012709.0,36.0,12_70_9.
20012709.0,246.0,12_70_9.
20012710.0,22.0,12_71_.
20012710.0,212.0,12_71_.
20012710.0,229.0,12_71_.
20012801.0,74.0,12_80_1.
20012804.0,276.0,12_80_4.
20012806.0,81.0,12_80_6.
20012807.0,16.0,12_80_7.
20012811.0,158.0,12_81_1.
20012904.0,229.0,12_90_4.
20012904.0,234.0,12_90_4.
20012905.0,229.0,12_90_5.
20012909.0,45.0,12_90_9.
20020201.0,29.0,20_20_1.
20020201.0,60.0,20_20_1.
20020201.0,180.0,20_20_1.
20020201.0,186.0,20_20_1.
20020201.0,212.0,20_20_1.
20020201.0,214.0,20_20_1.
20020201.0,240.0,20_20_1.
20020202.0,6.0,20_20_2.
20020202.0,16.0,20_20_2.
20020202.0,20.0,20_20_2.
20020202.0,26.0,20_20_2.
20020202.0,27.0,20_20_2.
20020202.0,31.0,20_20_2.
20020202.0,61.0,20_20_2.
20020202.0,74.0,20_20_2.
20020202.0,80.0,20_20_2.
20020202.0,83.0,20_20_2.
20020202.0,96.0,20_20_2.
20020202.0,99.0,20_20_2.
20020202.0,101.0,20_20_2.
20020202.0,106.0,20_20_2.
20020202.0,114.0,20_20_2.
20020202.0,122.0,20_20_2.
20020202.0,126.0,20_20_2.
20020202.0,132.0,20_20_2.
20020202.0,148.0,20_20_2.
20020202.0,149.0,20_20_2.
20020202.0,154.0,20_20_2.
20020202.0,165.0,20_20_2.
20020202.0,179.0,20_20_2.
20020202.0,237.0,20_20_2.
20020202.0,298.0,20_20_2.
20020202.0,329.0,20_20_2.
20020202.0,330.0,20_20_2.
20020202.0,332.0,20_20_2.
20020202.0,340.0,20_20_2.
20020203.0,37.0,20_20_3.
20020203.0,38.0,20_20_3.
20020203.0,47.0,20_20_3.
20020203.0,50.0,20_20_3.
20020203.0,63.0,20_20_3.
20020203.0,64.0,20_20_3.
20020203.0,70.0,20_20_3.
20020203.0,71.0,20_20_3.
20020203.0,76.0,20_20_3.
20020203.0,79.0,20_20_3.
20020203.0,87.0,20_20_3.
20020203.0,88.0,20_20_3.
20020203.0,91.0,20_20_3.
20020203.0,95.0,20_20_3.
20020203.0,105.0,20_20_3.
20020203.0,106.0,20_20_3.
20020203.0,109.0,20_20_3.
20020203.0,110.0,20_20_3.
20020203.0,118.0,20_20_3.
20020203.0,122.0,20_20_3.
20020203.0,135.0,20_20_3.
20020203.0,137.0,20_20_3.
20020203.0,141.0,20_20_3.
20020203.0,142.0,20_20_3.
20020203.0,143.0,20_20_3.
20020203.0,147.0,20_20_3.
20020203.0,155.0,20_20_3.
20020203.0,165.0,20_20_3.
20020203.0,183.0,20_20_3.
20020203.0,186.0,20_20_3.
20020203.0,204.0,20_20_3.
20020203.0,221.0,20_20_3.
20020204.0,11.0,20_20_4.
20020204.0,13.0,20_20_4.
20020204.0,22.0,20_20_4.
20020204.0,23.0,20_20_4.
20020204.0,33.0,20_20_4.
20020204.0,41.0,20_20_4.
20020204.0,42.0,20_20_4.
20020204.0,52.0,20_20_4.
20020204.0,53.0,20_20_4.
20020204.0,60.0,20_20_4.
20020204.0,72.0,20_20_4.
20020204.0,79.0,20_20_4.
20020204.0,84.0,20_20_4.
20020204.0,103.0,20_20_4.
20020204.0,119.0,20_20_4.
20020204.0,153.0,20_20_4.
20020204.0,155.0,20_20_4.
20020204.0,159.0,20_20_4.
20020204.0,166.0,20_20_4.
20020204.0,187.0,20_20_4.
20020204.0,188.0,20_20_4.
20020204.0,201.0,20_20_4.
20020205.0,12.0,20_20_5.
20020205.0,27.0,20_20_5.
20020205.0,203.0,20_20_5.
20020205.0,226.0,20_20_5.
20020205.0,229.0,20_20_5.
20020205.0,241.0,20_20_5.
20020205.0,244.0,20_20_5.
20020205.0,245.0,20_20_5.
20020206.0,9.0,20_20_6.
20020206.0,11.0,20_20_6.
20020206.0,21.0,20_20_6.
20020206.0,40.0,20_20_6.
20020206.0,49.0,20_20_6.
20020206.0,64.0,20_20_6.
20020206.0,67.0,20_20_6.
20020206.0,71.0,20_20_6.
20020206.0,93.0,20_20_6.
20020206.0,102.0,20_20_6.
20020206.0,111.0,20_20_6.
20020206.0,118.0,20_20_6.
20020206.0,121.0,20_20_6.
20020206.0,141.0,20_20_6.
20020206.0,151.0,20_20_6.
20020206.0,153.0,20_20_6.
20020206.0,155.0,20_20_6.
20020206.0,157.0,20_20_6.
20020206.0,165.0,20_20_6.
20020206.0,168.0,20_20_6.
20020206.0,184.0,20_20_6.
20020207.0,32.0,20_20_7.
20020207.0,47.0,20_20_7.
20020207.0,49.0,20_20_7.
20020207.0,74.0,20_20_7.
20020207.0,83.0,20_20_7.
20020208.0,39.0,20_20_8.
20020208.0,52.0,20_20_8.
20020208.0,68.0,20_20_8.
20020208.0,75.0,20_20_8.
20020208.0,137.0,20_20_8.
20020208.0,164.0,20_20_8.
20020208.0,190.0,20_20_8.
20020208.0,209.0,20_20_8.
20020208.0,214.0,20_20_8.
20020208.0,215.0,20_20_8.
20020208.0,222.0,20_20_8.
20020208.0,236.0,20_20_8.
20020208.0,254.0,20_20_8.
20020208.0,257.0,20_20_8.
20020208.0,259.0,20_20_8.
20020208.0,260.0,20_20_8.
20020208.0,261.0,20_20_8.
20020301.0,4.0,20_30_1.
20020301.0,9.0,20_30_1.
20020301.0,164.0,20_30_1.
20020301.0,218.0,20_30_1.
20020301.0,261.0,20_30_1.
20020301.0,278.0,20_30_1.
20020301.0,320.0,20_30_1.
20020301.0,339.0,20_30_1.
20020301.0,374.0,20_30_1.
20020302.0,31.0,20_30_2.
20020302.0,59.0,20_30_2.
20020302.0,153.0,20_30_2.
20020302.0,257.0,20_30_2.
20020302.0,263.0,20_30_2.
20020302.0,267.0,20_30_2.
20020302.0,281.0,20_30_2.
20020302.0,318.0,20_30_2.
20020302.0,346.0,20_30_2.
20020302.0,360.0,20_30_2.
20020303.0,1.0,20_30_3.
20020303.0,13.0,20_30_3.
20020303.0,30.0,20_30_3.
20020303.0,50.0,20_30_3.
20020303.0,68.0,20_30_3.
20020303.0,71.0,20_30_3.
20020303.0,74.0,20_30_3.
20020303.0,87.0,20_30_3.
20020303.0,96.0,20_30_3.
20020304.0,12.0,20_30_4.
20020304.0,29.0,20_30_4.
20020304.0,30.0,20_30_4.
20020304.0,36.0,20_30_4.
20020304.0,131.0,20_30_4.
20020305.0,59.0,20_30_5.
20020305.0,61.0,20_30_5.
20020305.0,62.0,20_30_5.
20020305.0,129.0,20_30_5.
20020305.0,143.0,20_30_5.
20020305.0,178.0,20_30_5.
20020305.0,242.0,20_30_5.
20020306.0,106.0,20_30_6.
20020306.0,115.0,20_30_6.
20020306.0,118.0,20_30_6.
20020306.0,153.0,20_30_6.
20020306.0,182.0,20_30_6.
20020306.0,204.0,20_30_6.
20020306.0,228.0,20_30_6.
20020307.0,29.0,20_30_7.
20020307.0,83.0,20_30_7.
20020307.0,85.0,20_30_7.
20020307.0,90.0,20_30_7.
20020307.0,96.0,20_30_7.
20020307.0,121.0,20_30_7.
20020307.0,135.0,20_30_7.
20020307.0,136.0,20_30_7.
20020307.0,140.0,20_30_7.
20020307.0,144.0,20_30_7.
20020307.0,149.0,20_30_7.
20020307.0,154.0,20_30_7.
20020307.0,157.0,20_30_7.
20020307.0,158.0,20_30_7.
20020307.0,159.0,20_30_7.
20020307.0,160.0,20_30_7.
20020307.0,167.0,20_30_7.
20020307.0,172.0,20_30_7.
20020307.0,174.0,20_30_7.
20020307.0,181.0,20_30_7.
20020307.0,247.0,20_30_7.
20020307.0,258.0,20_30_7.
20020307.0,269.0,20_30_7.
20020307.0,275.0,20_30_7.
20020307.0,277.0,20_30_7.
20020307.0,289.0,20_30_7.
20020307.0,304.0,20_30_7.
20020307.0,310.0,20_30_7.
20020307.0,327.0,20_30_7.
20020307.0,347.0,20_30_7.
20020308.0,20.0,20_30_8.
20020308.0,21.0,20_30_8.
20020308.0,24.0,20_30_8.
20020308.0,26.0,20_30_8.
20020308.0,40.0,20_30_8.
20020308.0,51.0,20_30_8.
20020308.0,64.0,20_30_8.
20020308.0,79.0,20_30_8.
20020308.0,82.0,20_30_8.
20020308.0,87.0,20_30_8.
20020308.0,89.0,20_30_8.
20020308.0,90.0,20_30_8.
20020308.0,91.0,20_30_8.
20020308.0,97.0,20_30_8.
20020308.0,114.0,20_30_8.
20020308.0,155.0,20_30_8.
20020308.0,199.0,20_30_8.
20020308.0,214.0,20_30_8.
20020308.0,218.0,20_30_8.
20020308.0,232.0,20_30_8.
20020401.0,38.0,20_40_1.
20020401.0,69.0,20_40_1.
20020401.0,74.0,20_40_1.
20020401.0,96.0,20_40_1.
20020401.0,99.0,20_40_1.
20020401.0,113.0,20_40_1.
20020401.0,129.0,20_40_1.
20020401.0,131.0,20_40_1.
20020401.0,133.0,20_40_1.
20020401.0,145.0,20_40_1.
20020401.0,149.0,20_40_1.
20020401.0,151.0,20_40_1.
20020401.0,152.0,20_40_1.
20020401.0,168.0,20_40_1.
20020401.0,182.0,20_40_1.
20020401.0,186.0,20_40_1.
20020401.0,237.0,20_40_1.
20020401.0,239.0,20_40_1.
20020401.0,242.0,20_40_1.
20020401.0,243.0,20_40_1.
20020401.0,245.0,20_40_1.
20020401.0,264.0,20_40_1.
20020401.0,268.0,20_40_1.
20020401.0,290.0,20_40_1.
20020401.0,305.0,20_40_1.
20020402.0,45.0,20_40_2.
20020402.0,49.0,20_40_2.
20020402.0,59.0,20_40_2.
20020402.0,66.0,20_40_2.
20020402.0,72.0,20_40_2.
20020402.0,80.0,20_40_2.
20020402.0,88.0,20_40_2.
20020402.0,89.0,20_40_2.
20020402.0,96.0,20_40_2.
20020403.0,29.0,20_40_3.
20020403.0,41.0,20_40_3.
20020403.0,59.0,20_40_3.
20020403.0,71.0,20_40_3.
20020403.0,72.0,20_40_3.
20020403.0,75.0,20_40_3.
20020403.0,77.0,20_40_3.
20020403.0,87.0,20_40_3.
20020403.0,93.0,20_40_3.
20020403.0,104.0,20_40_3.
20020403.0,128.0,20_40_3.
20020403.0,129.0,20_40_3.
20020404.0,2.0,20_40_4.
20020404.0,7.0,20_40_4.
20020404.0,15.0,20_40_4.
20020404.0,16.0,20_40_4.
20020404.0,47.0,20_40_4.
20020404.0,48.0,20_40_4.
20020404.0,58.0,20_40_4.
20020404.0,67.0,20_40_4.
20020404.0,94.0,20_40_4.
20020404.0,109.0,20_40_4.
20020404.0,112.0,20_40_4.
20020404.0,116.0,20_40_4.
20020404.0,118.0,20_40_4.
20020404.0,121.0,20_40_4.
20020404.0,131.0,20_40_4.
20020404.0,134.0,20_40_4.
20020404.0,165.0,20_40_4.
20020404.0,169.0,20_40_4.
20020404.0,173.0,20_40_4.
20020405.0,4.0,20_40_5.
20020405.0,6.0,20_40_5.
20020405.0,7.0,20_40_5.
20020405.0,26.0,20_40_5.
20020405.0,28.0,20_40_5.
20020405.0,33.0,20_40_5.
20020405.0,55.0,20_40_5.
20020405.0,96.0,20_40_5.
20020405.0,111.0,20_40_5.
20020405.0,144.0,20_40_5.
20020405.0,145.0,20_40_5.
20020405.0,149.0,20_40_5.
20020405.0,153.0,20_40_5.
20020405.0,158.0,20_40_5.
20020405.0,166.0,20_40_5.
20020405.0,169.0,20_40_5.
20020405.0,174.0,20_40_5.
20020405.0,211.0,20_40_5.
20020405.0,225.0,20_40_5.
20020405.0,226.0,20_40_5.
20020405.0,245.0,20_40_5.
20020405.0,250.0,20_40_5.
20020405.0,282.0,20_40_5.
20020406.0,3.0,20_40_6.
20020406.0,7.0,20_40_6.
20020406.0,14.0,20_40_6.
20020406.0,15.0,20_40_6.
20020406.0,17.0,20_40_6.
20020406.0,25.0,20_40_6.
20020406.0,29.0,20_40_6.
20020406.0,30.0,20_40_6.
20020406.0,31.0,20_40_6.
20020406.0,36.0,20_40_6.
20020406.0,39.0,20_40_6.
20020406.0,44.0,20_40_6.
20020406.0,48.0,20_40_6.
20020406.0,58.0,20_40_6.
20020406.0,74.0,20_40_6.
20020406.0,81.0,20_40_6.
20020406.0,82.0,20_40_6.
20020406.0,85.0,20_40_6.
20020406.0,86.0,20_40_6.
20020406.0,100.0,20_40_6.
20020406.0,110.0,20_40_6.
20020406.0,113.0,20_40_6.
20020406.0,115.0,20_40_6.
20020406.0,118.0,20_40_6.
20020406.0,130.0,20_40_6.
20020406.0,151.0,20_40_6.
20020406.0,184.0,20_40_6.
20020406.0,199.0,20_40_6.
20020406.0,202.0,20_40_6.
20020407.0,3.0,20_40_7.
20020407.0,12.0,20_40_7.
20020407.0,16.0,20_40_7.
20020407.0,20.0,20_40_7.
20020407.0,24.0,20_40_7.
20020407.0,58.0,20_40_7.
20020407.0,61.0,20_40_7.
20020407.0,70.0,20_40_7.
20020407.0,72.0,20_40_7.
20020407.0,74.0,20_40_7.
20020407.0,75.0,20_40_7.
20020407.0,77.0,20_40_7.
20020407.0,101.0,20_40_7.
20020407.0,128.0,20_40_7.
20020407.0,143.0,20_40_7.
20020407.0,152.0,20_40_7.
20020407.0,174.0,20_40_7.
20020407.0,181.0,20_40_7.
20020407.0,182.0,20_40_7.
20020407.0,226.0,20_40_7.
20020408.0,9.0,20_40_8.
20020408.0,119.0,20_40_8.
20020408.0,160.0,20_40_8.
20020408.0,187.0,20_40_8.
20020408.0,189.0,20_40_8.
20020408.0,237.0,20_40_8.
20020408.0,245.0,20_40_8.
20020408.0,249.0,20_40_8.
20020408.0,271.0,20_40_8.
20020408.0,275.0,20_40_8.
20020408.0,289.0,20_40_8.
20020408.0,302.0,20_40_8.
20020408.0,303.0,20_40_8.
20020408.0,305.0,20_40_8.
20020408.0,332.0,20_40_8.
20020408.0,334.0,20_40_8.
20020408.0,336.0,20_40_8.
20020408.0,399.0,20_40_8.
20020408.0,423.0,20_40_8.
20020409.0,43.0,20_40_9.
20020409.0,56.0,20_40_9.
20020409.0,60.0,20_40_9.
20020409.0,64.0,20_40_9.
20020409.0,71.0,20_40_9.
20020409.0,74.0,20_40_9.
20020409.0,90.0,20_40_9.
20020409.0,98.0,20_40_9.
20020409.0,99.0,20_40_9.
20020409.0,101.0,20_40_9.
20020409.0,104.0,20_40_9.
20020409.0,106.0,20_40_9.
20020409.0,114.0,20_40_9.
20020409.0,127.0,20_40_9.
20020409.0,144.0,20_40_9.
20020409.0,180.0,20_40_9.
20020409.0,191.0,20_40_9.
20020409.0,206.0,20_40_9.
20020409.0,207.0,20_40_9.
20020409.0,209.0,20_40_9.
20020409.0,231.0,20_40_9.
20020409.0,232.0,20_40_9.
20020409.0,243.0,20_40_9.
20020409.0,267.0,20_40_9.
20020409.0,293.0,20_40_9.
20020409.0,302.0,20_40_9.
20020409.0,305.0,20_40_9.
20020409.0,321.0,20_40_9.
20020410.0,3.0,20_41_.
20020410.0,27.0,20_41_.
20020410.0,32.0,20_41_.
20020410.0,34.0,20_41_.
20020410.0,41.0,20_41_.
20020410.0,111.0,20_41_.
20020410.0,113.0,20_41_.
20020410.0,119.0,20_41_.
20020410.0,132.0,20_41_.
20020410.0,140.0,20_41_.
20020410.0,143.0,20_41_.
20020410.0,152.0,20_41_.
20020410.0,172.0,20_41_.
20020410.0,180.0,20_41_.
20020410.0,216.0,20_41_.
20020410.0,218.0,20_41_.
20020410.0,239.0,20_41_.
20020410.0,249.0,20_41_.
20020410.0,269.0,20_41_.
20020410.0,275.0,20_41_.
20020410.0,293.0,20_41_.
20020410.0,297.0,20_41_.
20020410.0,299.0,20_41_.
20020410.0,302.0,20_41_.
20020410.0,325.0,20_41_.
20020410.0,382.0,20_41_.
20020410.0,396.0,20_41_.
20020410.0,401.0,20_41_.
20020410.0,403.0,20_41_.
20020410.0,410.0,20_41_.
20020501.0,3.0,20_50_1.
20020501.0,5.0,20_50_1.
20020501.0,6.0,20_50_1.
20020501.0,8.0,20_50_1.
20020501.0,29.0,20_50_1.
20020501.0,31.0,20_50_1.
20020501.0,46.0,20_50_1.
20020501.0,72.0,20_50_1.
20020501.0,82.0,20_50_1.
20020501.0,87.0,20_50_1.
20020501.0,88.0,20_50_1.
20020501.0,90.0,20_50_1.
20020501.0,91.0,20_50_1.
20020501.0,93.0,20_50_1.
20020501.0,103.0,20_50_1.
20020501.0,104.0,20_50_1.
20020501.0,111.0,20_50_1.
20020501.0,119.0,20_50_1.
20020501.0,122.0,20_50_1.
20020501.0,127.0,20_50_1.
20020501.0,128.0,20_50_1.
20020501.0,129.0,20_50_1.
20020501.0,137.0,20_50_1.
20020501.0,145.0,20_50_1.
20020501.0,150.0,20_50_1.
20020501.0,151.0,20_50_1.
20020501.0,158.0,20_50_1.
20020501.0,166.0,20_50_1.
20020501.0,187.0,20_50_1.
20020501.0,191.0,20_50_1.
20020501.0,204.0,20_50_1.
20020501.0,236.0,20_50_1.
20020501.0,238.0,20_50_1.
20020501.0,244.0,20_50_1.
20020501.0,245.0,20_50_1.
20020501.0,246.0,20_50_1.
20020501.0,252.0,20_50_1.
20020502.0,9.0,20_50_2.
20020502.0,10.0,20_50_2.
20020502.0,13.0,20_50_2.
20020502.0,18.0,20_50_2.
20020502.0,23.0,20_50_2.
20020502.0,33.0,20_50_2.
20020502.0,39.0,20_50_2.
20020502.0,47.0,20_50_2.
20020502.0,61.0,20_50_2.
20020502.0,68.0,20_50_2.
20020502.0,83.0,20_50_2.
20020502.0,98.0,20_50_2.
20020502.0,125.0,20_50_2.
20020502.0,128.0,20_50_2.
20020502.0,143.0,20_50_2.
20020502.0,148.0,20_50_2.
20020502.0,157.0,20_50_2.
20020502.0,162.0,20_50_2.
20020502.0,169.0,20_50_2.
20020502.0,198.0,20_50_2.
20020502.0,203.0,20_50_2.
20020502.0,212.0,20_50_2.
20020502.0,217.0,20_50_2.
20020502.0,224.0,20_50_2.
20020502.0,227.0,20_50_2.
20020502.0,234.0,20_50_2.
20020502.0,243.0,20_50_2.
20020502.0,246.0,20_50_2.
20020502.0,255.0,20_50_2.
20020502.0,273.0,20_50_2.
20020502.0,282.0,20_50_2.
20020502.0,291.0,20_50_2.
20020502.0,314.0,20_50_2.
20020503.0,25.0,20_50_3.
20020503.0,49.0,20_50_3.
20020503.0,51.0,20_50_3.
20020503.0,54.0,20_50_3.
20020503.0,59.0,20_50_3.
20020503.0,60.0,20_50_3.
20020503.0,70.0,20_50_3.
20020503.0,96.0,20_50_3.
20020503.0,108.0,20_50_3.
20020503.0,136.0,20_50_3.
20020503.0,140.0,20_50_3.
20020503.0,142.0,20_50_3.
20020503.0,162.0,20_50_3.
20020503.0,174.0,20_50_3.
20020503.0,175.0,20_50_3.
20020503.0,185.0,20_50_3.
20020503.0,187.0,20_50_3.
20020503.0,188.0,20_50_3.
20020503.0,198.0,20_50_3.
20020503.0,203.0,20_50_3.
20020503.0,209.0,20_50_3.
20020503.0,214.0,20_50_3.
20020503.0,216.0,20_50_3.
20020503.0,219.0,20_50_3.
20020503.0,237.0,20_50_3.
20020503.0,245.0,20_50_3.
20020503.0,249.0,20_50_3.
20020504.0,15.0,20_50_4.
20020504.0,16.0,20_50_4.
20020504.0,25.0,20_50_4.
20020504.0,44.0,20_50_4.
20020504.0,47.0,20_50_4.
20020504.0,57.0,20_50_4.
20020504.0,58.0,20_50_4.
20020504.0,87.0,20_50_4.
20020504.0,90.0,20_50_4.
20020504.0,91.0,20_50_4.
20020504.0,92.0,20_50_4.
20020504.0,94.0,20_50_4.
20020504.0,103.0,20_50_4.
20020504.0,115.0,20_50_4.
20020504.0,141.0,20_50_4.
20020504.0,149.0,20_50_4.
20020504.0,151.0,20_50_4.
20020504.0,156.0,20_50_4.
20020504.0,171.0,20_50_4.
20020504.0,183.0,20_50_4.
20020504.0,187.0,20_50_4.
20020504.0,202.0,20_50_4.
20020504.0,203.0,20_50_4.
20020504.0,208.0,20_50_4.
20020504.0,223.0,20_50_4.
20020505.0,3.0,20_50_5.
20020505.0,5.0,20_50_5.
20020505.0,6.0,20_50_5.
20020505.0,14.0,20_50_5.
20020505.0,70.0,20_50_5.
20020505.0,72.0,20_50_5.
20020505.0,79.0,20_50_5.
20020505.0,85.0,20_50_5.
20020505.0,87.0,20_50_5.
20020505.0,90.0,20_50_5.
20020505.0,104.0,20_50_5.
20020505.0,135.0,20_50_5.
20020505.0,139.0,20_50_5.
20020505.0,144.0,20_50_5.
20020505.0,162.0,20_50_5.
20020505.0,167.0,20_50_5.
20020505.0,168.0,20_50_5.
20020505.0,190.0,20_50_5.
20020505.0,197.0,20_50_5.
20020505.0,201.0,20_50_5.
20020505.0,202.0,20_50_5.
20020505.0,203.0,20_50_5.
20020505.0,205.0,20_50_5.
20020505.0,206.0,20_50_5.
20020505.0,208.0,20_50_5.
20020505.0,209.0,20_50_5.
20020505.0,211.0,20_50_5.
20020505.0,212.0,20_50_5.
20020505.0,216.0,20_50_5.
20020505.0,220.0,20_50_5.
20020505.0,221.0,20_50_5.
20020505.0,222.0,20_50_5.
20020505.0,223.0,20_50_5.
20020505.0,242.0,20_50_5.
20020505.0,248.0,20_50_5.
20020505.0,277.0,20_50_5.
20020505.0,306.0,20_50_5.
20020505.0,318.0,20_50_5.
20020505.0,319.0,20_50_5.
20020506.0,6.0,20_50_6.
20020506.0,12.0,20_50_6.
20020506.0,16.0,20_50_6.
20020506.0,26.0,20_50_6.
20020506.0,31.0,20_50_6.
20020506.0,38.0,20_50_6.
20020506.0,39.0,20_50_6.
20020506.0,40.0,20_50_6.
20020506.0,45.0,20_50_6.
20020506.0,49.0,20_50_6.
20020506.0,56.0,20_50_6.
20020506.0,70.0,20_50_6.
20020506.0,83.0,20_50_6.
20020506.0,90.0,20_50_6.
20020506.0,147.0,20_50_6.
20020506.0,163.0,20_50_6.
20020506.0,221.0,20_50_6.
20020506.0,228.0,20_50_6.
20020506.0,265.0,20_50_6.
20020506.0,282.0,20_50_6.
20020506.0,285.0,20_50_6.
20020506.0,289.0,20_50_6.
20020506.0,295.0,20_50_6.
20020506.0,301.0,20_50_6.
20020506.0,303.0,20_50_6.
20020506.0,310.0,20_50_6.
20020506.0,313.0,20_50_6.
20020507.0,2.0,20_50_7.
20020507.0,72.0,20_50_7.
20020507.0,76.0,20_50_7.
20020507.0,83.0,20_50_7.
20020507.0,86.0,20_50_7.
20020507.0,92.0,20_50_7.
20020507.0,98.0,20_50_7.
20020507.0,126.0,20_50_7.
20020507.0,137.0,20_50_7.
20020507.0,139.0,20_50_7.
20020507.0,162.0,20_50_7.
20020507.0,166.0,20_50_7.
20020507.0,173.0,20_50_7.
20020507.0,174.0,20_50_7.
20020507.0,180.0,20_50_7.
20020507.0,201.0,20_50_7.
20020507.0,225.0,20_50_7.
20020507.0,230.0,20_50_7.
20020507.0,232.0,20_50_7.
20020507.0,233.0,20_50_7.
20020507.0,255.0,20_50_7.
20020507.0,262.0,20_50_7.
20020507.0,268.0,20_50_7.
20020507.0,270.0,20_50_7.
20020507.0,280.0,20_50_7.
20020507.0,288.0,20_50_7.
20020507.0,289.0,20_50_7.
20020507.0,298.0,20_50_7.
20020508.0,77.0,20_50_8.
20020508.0,116.0,20_50_8.
20020508.0,192.0,20_50_8.
20020508.0,210.0,20_50_8.
20020508.0,228.0,20_50_8.
20020508.0,233.0,20_50_8.
20020508.0,256.0,20_50_8.
20020508.0,257.0,20_50_8.
20020508.0,259.0,20_50_8.
20020508.0,272.0,20_50_8.
20020508.0,275.0,20_50_8.
20020508.0,276.0,20_50_8.
20020508.0,284.0,20_50_8.
20020508.0,289.0,20_50_8.
20020508.0,293.0,20_50_8.
20020509.0,12.0,20_50_9.
20020509.0,13.0,20_50_9.
20020509.0,35.0,20_50_9.
20020509.0,49.0,20_50_9.
20020509.0,52.0,20_50_9.
20020509.0,67.0,20_50_9.
20020509.0,71.0,20_50_9.
20020509.0,72.0,20_50_9.
20020509.0,73.0,20_50_9.
20020509.0,92.0,20_50_9.
20020509.0,98.0,20_50_9.
20020509.0,120.0,20_50_9.
20020509.0,126.0,20_50_9.
20020509.0,129.0,20_50_9.
